,index,MinTemp,MaxTemp,Rainfall,Sunshine,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,RainToday,Pressure,Location,Date
0,0.0,0.7724719101123595,0.43884892086330934,0.13065326633165827,0.0,0.9012345679012346,0.8421052631578947,0.5732838589981457,0.608778625954197,1.0,0.5901132852729132,Sydney,2008-02-01 00:00:00
1,0.0002991325157044571,0.7724719101123595,0.5155875299760192,0.05025125628140703,0.1985294117647059,0.7901234567901234,0.7263157894736842,0.5788497217068648,0.5896946564885481,1.0,0.5829042224510796,Sydney,2008-02-02 00:00:00
2,0.0005982650314089142,0.8314606741573034,0.4892086330935252,0.055276381909547735,0.007352941176470589,0.8518518518518519,0.8631578947368421,0.5565862708719865,0.57442748091603,1.0,0.5623069001029872,Sydney,2008-02-03 00:00:00
3,0.0008973975471133712,0.7921348314606741,0.4484412470023982,0.1574539363484087,0.0,0.7901234567901234,0.9052631578947369,0.5102040816326544,0.5019083969465632,1.0,0.497425334706487,Sydney,2008-02-04 00:00:00
4,0.0011965300628178283,0.7780898876404494,0.5179856115107915,0.6482412060301508,0.0,0.8518518518518519,0.7368421052631579,0.40074211502782864,0.3683206106870214,1.0,0.36457260556127513,Sydney,2008-02-05 00:00:00
5,0.0014956625785222854,0.7921348314606741,0.5539568345323742,0.01340033500837521,0.6323529411764706,0.6172839506172839,0.6105263157894737,0.29684601113172615,0.25,1.0,0.2430484037075191,Sydney,2008-02-06 00:00:00
6,0.0017947950942267424,0.7471910112359551,0.5323741007194246,0.051926298157453935,0.3823529411764706,0.691358024691358,0.8,0.22820037105751365,0.2824427480916017,1.0,0.22245108135942201,Sydney,2008-02-07 00:00:00
7,0.0020939276099311995,0.7078651685393258,0.4364508393285373,0.23115577889447236,0.15441176470588236,0.7160493827160493,0.6,0.40074211502782864,0.41793893129770876,1.0,0.39134912461379734,Sydney,2008-02-08 00:00:00
8,0.0023930601256356566,0.6853932584269662,0.40047961630695456,0.10552763819095476,0.22058823529411764,0.9012345679012346,0.9157894736842105,0.3654916512059366,0.42175572519083937,1.0,0.37384140061791865,Sydney,2008-02-09 00:00:00
9,0.0026921926413401138,0.6348314606741573,0.4820143884892087,0.07370184254606366,0.7426470588235294,0.7530864197530864,0.5157894736842106,0.5064935064935069,0.5324427480916017,1.0,0.5118434603501543,Sydney,2008-02-10 00:00:00
10,0.002991325157044571,0.6853932584269662,0.4748201438848921,0.0,0.5882352941176471,0.7283950617283951,0.5157894736842106,0.5732838589981457,0.568702290076334,0.0,0.5684860968074147,Sydney,2008-02-11 00:00:00
11,0.003290457672749028,0.7556179775280898,0.5563549160671464,0.0,0.49264705882352944,0.6049382716049383,0.6631578947368421,0.4452690166975892,0.41984732824427407,0.0,0.4170957775489181,Sydney,2008-02-12 00:00:00
12,0.0035895901884534847,0.7415730337078651,0.4484412470023982,0.12060301507537688,0.2426470588235294,0.8395061728395061,0.6947368421052632,0.4174397031539899,0.5,1.0,0.4449021627188464,Sydney,2008-02-13 00:00:00
13,0.003888722704157942,0.699438202247191,0.4844124700239809,0.025125628140703515,0.6397058823529411,0.7654320987654321,0.49473684210526314,0.565862708719853,0.5916030534351134,1.0,0.5767250257466521,Sydney,2008-02-14 00:00:00
14,0.004187855219862399,0.7387640449438202,0.48681055155875297,0.0,0.625,0.7530864197530864,0.5473684210526316,0.6215213358070517,0.6374045801526702,0.0,0.6323377960865064,Sydney,2008-02-15 00:00:00
15,0.004486987735566856,0.6938202247191011,0.4796163069544365,0.0,0.6470588235294118,0.7160493827160493,0.5052631578947369,0.6734693877551029,0.7080152671755717,0.0,0.6992790937178143,Sydney,2008-02-16 00:00:00
16,0.004786120251271313,0.7724719101123595,0.49640287769784186,0.0,0.23529411764705885,0.5432098765432098,0.6105263157894737,0.7050092764378496,0.7175572519083961,0.0,0.7219361483007213,Sydney,2008-02-17 00:00:00
17,0.00508525276697577,0.7471910112359551,0.5083932853717028,0.0,0.33088235294117646,0.6296296296296297,0.5789473684210527,0.649350649350651,0.6469465648854946,0.0,0.6529351184346012,Sydney,2008-02-18 00:00:00
